X,Y
-83.37,64.20000003
-85.93,80.00000003
-94.96,74.71000003
-94.96,74.71
-105.12,69.10000003
-96,64.30000003
-111.22,56.65000003
-111.93,60.02000003
-121.23,61.77000003
-122.6,58.83000003
-128.82,60.12000003
-133.53,68.32000003
-135.07,60.72000003
-81.745,24.56500003
-81.745,24.565
-80.38,25.75500003
-80.38,25.755
-81.7,30.49000003
-81.7,30.49
-80.03,32.89500003
-80.03,32.895
-82.39,27.70500003
-82.39,27.705
-84.325,30.42500003
-84.325,30.425
-84.57,33.36500003
-84.57,33.365
-86.52,30.48000003
-87.2,30.47000003
-86.775,33.17500003
-86.775,33.175
-89.825,30.33500003
-89.825,30.335
-90.08,32.32000003
-93.2,31.10000003
-93.22,30.12500003
-93.22,30.125
-93.835,32.45000003
-93.835,32.45000003
-97.3,32.82000003
-97.3,32.82
-97.42,25.92000003
-97.51,27.78000003
-100.93,29.37500003
-100.93,29.375
-102.185,31.94500003
-102.185,31.945
-110.94,32.17500003
-110.94,32.175
-114.33,32.87000003
-119.45,33.25000003
-117.12,32.84000003
-117.12,32.84
-76.88,34.78000003
-79.945,36.09000003
-79.945,36.09
-80.41,37.20500003
-80.41,37.205
-86.565,36.25000003
-86.565,36.25000003
-92.255,34.83500003
-92.255,34.835
-98.4,34.60000003
-97.455,35.21000003
-97.455,35.21
-101.705,35.23000003
-101.705,35.23000003
-106.7,31.87000003
-106.62,35.04500003
-106.62,35.045
-110.73,35.02000003
-111.82,35.23000003
-117.91,34.91000003
-117.91,34.91
-116.02,36.62000003
-119.12,34.12000003
-120.57,34.75000003
-120.45,34.90000003
-75.48,37.93000003
-77.48,38.98000003
-77.48,38.98000003
-85.97,37.90000003
-83.785,39.42000003
-83.785,39.42000003
-93.39,37.23500003
-93.39,37.235
-99.97,37.76500003
-99.97,37.765
-95.625,39.07000003
-95.625,39.07000003
-104.87,39.76500003
-104.87,39.765
-108.52,39.12000003
-119.795,39.57000003
-119.795,39.57000003
-122.22,37.74500003
-122.22,37.745
-72.865,40.87000003
-72.865,40.87000003
-73.83,42.69000003
-80.225,40.53000003
-80.225,40.53000003
-78.725,42.93500003
-78.725,42.935
-96.37,41.32000003
-100.69,41.13000003
-100.69,41.13000003
-111.96,40.77000003
-111.96,40.77000003
-115.735,40.86500003
-115.735,40.865
-122.875,42.37500003
-122.875,42.375
-83.47,42.70000003
-84.72,44.90500003
-84.72,44.905
-88.12,44.49000003
-88.12,44.49
-93.565,44.85000003
-93.565,44.85000003
-98.41,45.45500003
-98.41,45.455
-103.21,44.07000003
-108.485,43.07000003
-108.485,43.07000003
-116.215,43.57000003
-116.215,43.57000003
-123.015,44.91500003
-123.015,44.915
-68.015,46.87000003
-68.015,46.87000003
-93.39,48.56500003
-93.39,48.565
-100.755,46.77000003
-100.755,46.77000003
-106.63,48.21000003
-111.38,47.46000003
-117.63,47.68000003
-124.555,47.94000003
-124.555,47.94
-86.62,34.60000003
-76.12,39.48500003
-76.12,39.485
-114,32.51000003
-114.03,32.86000003
-113.8,32.92000003
-122.58,47.08000003
-70.255,43.89500003
-70.255,43.895
-90.58,41.61500003
-90.58,41.615
-73.77,40.78000003
-69.965,41.66500003
-69.965,41.665
-104.82,38.97000003
-97.3,38.62000003
-89.335,40.15000003
-89.335,40.15000003
-120.57,34.65000003
-117.68,35.68000003
-111.95,33.45000003
-106.48,33.17000003
-99.53,36.43000003
-97.485,36.61500003
-97.485,36.615
-95.87,35.68000003
-97.7,34.97000003
-119.93,36.33000003
-112.7,32.93000003
-80.55,28.47000003
-113.55,31.31000003
-113.55,31.31000003
-106.08,28.63000003
-110.77,27.95000003
-109.05,25.62000003
-109.05,25.62000003
-103.44,25.53000003
-100.23,25.87000003
-110.3,24.17000003
-106.42,23.20000003
-102.51,22.75000003
-97.85,22.28000003
-97.85,22.28000003
-86.85,21.02000003
-103.38,20.67000003
-89.65,20.98000003
-104.32,19.05000003
-99.13,19.43000003
-96.12,19.15000003
-91.84,18.64000003
-110.95,18.72000003
-92.93,17.98000003
-91.84,18.64000003
-99.93,16.83000003
-95.19,16.17000003
-92.4,14.70000003
-64.68,32.37000003
-77.47,25.05000003
-77.77,24.70000003
-82.35,23.17000003
-77.87,21.42000003
-75.15,19.90000003
-81.37,19.30000003
-76.78,17.93000003
-69.88,18.47000003
-65.99,18.42500003
-65.99,18.425
-65.63,18.25000003
-88.3,17.53000003
-87.62,14.38000003
-87.22,14.05000003
-87.62,14.37000003
-86.17,12.13000003
-84.22,9.980000026
-79.55,8.970000026
-79.58,8.980000026
-79.56,8.980000026
-62.73,17.28000003
-63.12,18.05000003
-61.53,16.27000003
-61,14.60000003
-59.5,13.07000003
-60.83,11.15000003
-61.35,10.58000003
-68.97,12.20000003
-81.7,12.58000003
-75.52,10.45000003
-74.77,10.88000003
-72.93,11.53000003
-74.15,4.700000026
-70.73,4.470000026
-76.6,2.450000026
-69.53,-4.549999974
-69.37,10.05000003
-67.65,10.25000003
-66.98,10.60000003
-63.735,8.200000026
-63.735,8.2
-72.45,7.850000026
-67.435,7.895000026
-67.435,7.895
-54.03,5.500000026
-52.37,4.830000026
-51.8,3.880000026
-54.03,3.630000026
-60.7,2.830000026
-55.98,2.480000026
-51.07,0.050000026
-67.05,-1.299999974
-48.48,-1.379999974
-54.72,-2.429999974
-44.42,-2.319999974
-44.28,-2.529999974
-44.23,-2.599999974
-59.98,-3.149999974
-38.575,-3.744999974
-38.575,-3.745
-32.42,-3.849999974
-69.795,-3.949999974
-69.795,-3.95
-61.28,-5.819999974
-42.82,-5.049999974
-35.25,-5.919999974
-43.02,-6.769999974
-72.67,-7.619999974
-47.47,-7.329999974
-63.9,-8.699999974
-34.9,-8.059999974
-34.9,-8.06
-67.8,-9.999999974
-56.1,-9.869999974
-40.5,-9.379999974
-60.115,-12.71499997
-60.115,-12.715
-38.52,-12.99999997
-43.42,-13.26999997
-56.1,-15.64999997
-47.93,-15.86999997
-39.25,-17.72999997
-48.23,-18.87999997
-57.67,-18.99999997
-43.58,-19.62999997
-54.67,-20.46999997
-40.28,-20.26999997
-29.32,-20.49999997
-45.2,-22.77999997
-43.17,-22.89999997
-43.25,-22.81999997
-51.13,-23.32999997
-46.63,-23.51999997
-46.65,-23.61999997
-54.58,-25.51999997
-49.17,-25.51999997
-48.55,-27.66999997
-57.03,-29.77999997
-53.7,-29.71999997
-51.18,-29.99999997
-89.61,-0.664999974
-89.61,-0.665
-78.48,-0.129999974
-78.38,-0.369999974
-79.96,-2.139999974
-73.25,-3.749999974
-73.25,-3.729999974
-80.63,-5.199999974
-80.6,-5.179999974
-77.03,-12.01999997
-77,-12.14999997
-69.22,-12.59999997
-71.55,-16.31999997
-68.78,-11.03999997
-64.92,-14.81999997
-68.2,-16.50999997
-63.16,-17.76999997
-63.16,-17.77
-59.76,-18.32999997
-66.83,-20.45999997
-70.46,-23.42499997
-70.46,-23.425
-109.45,-27.14999997
-109.45,-27.15
-70.78,-33.37999997
-71.62,-33.64999997
-73.1,-41.42999997
-70.91,-52.99999997
-70.91,-52.99999997
-60.6,-22.01999997
-57.625,-25.26999997
-57.625,-25.26999997
-65.48,-24.84999997
-60.58,-24.69999997
-59.05,-27.44999997
-64.22,-31.31999997
-68.78,-32.82999997
-58.53,-34.81999997
-64.27,-36.56999997
-62.38,-37.61999997
-68.13,-38.94999997
-65.3,-43.22999997
-67.45,-45.77999997
-58.45,-51.81999997
-8.25,-70.66999997
0,-89.99999997
-26.6,-75.51999997
-56.72,-64.22999997
-68.13,-67.56999997
11.83,-70.76999997
39.58,-68.99999997
62.88,-67.59999997
77.98,-68.57999997
93.02,-66.54999997
110.53,-66.24999997
123.4,-75.09999997
140.02,-66.66999997
164.1,-74.69999997
166.67,-77.84999997
-177.37,28.22000003
-159.78,22.07000003
-159.35,21.98500003
-159.35,21.985
-157.77,21.45000003
-157.93,21.35000003
144.795,13.48000003
144.795,13.48000003
144.83,13.55000003
145.7,15.13000003
-155.06,19.72000003
-155.06,19.72000003
151.845,7.460000026
151.845,7.46
158.215,6.970000026
158.215,6.97
167.47,9.400000026
167.73,8.730000026
168.83,7.270000026
170.25,9.470000026
171.335,7.075000026
171.335,7.075
134.485,7.335000026
134.485,7.335
138.08,9.490000026
138.08,9.49
-157.4,2.000000026
160.05,-9.419999974
166.92,-0.519999974
168.3,-17.69999997
164.28,-20.56999997
167.23,-20.76999997
166.45,-22.26999997
172.92,1.360000026
172.92,1.350000026
179.22,-8.519999974
177.45,-17.74999997
-170.72,-14.33499997
-170.72,-14.335
-175.15,-21.22999997
-158.05,-8.999999974
-159.82,-21.19999997
-139.03,-9.799999974
-149.62,-17.54999997
-145.03,-14.47999997
-145,-19.86999997
-134.97,-23.12999997
-149.48,-23.34999997
-144.33,-27.61999997
147.22,-9.379999974
147.43,-2.069999974
174.7,-36.29999997
174.62,-36.77999997
177.98,-38.66999997
174.18,-39.01999997
174.98,-40.89999997
174.63,-41.29999997
170.98,-42.71999997
172.02,-43.77999997
168.32,-46.41999997
-176.57,-43.94999997
-177.92,-29.24999997
147.22,-9.429999974
130.87,-12.42999997
136.82,-12.27999997
141.92,-12.67999997
122.23,-17.94999997
127.67,-18.22999997
134.18,-19.62999997
145.75,-16.87999997
146.77,-19.24999997
149.98,-16.29999997
113.67,-24.87999997
114.08,-22.22999997
118.63,-20.36999997
133.9,-23.79999997
139.48,-20.67999997
144.25,-23.46999997
149.22,-21.11999997
150.48,-23.37999997
114.17,-27.71999997
114.7,-28.79999997
118.55,-26.61999997
128.28,-25.02999997
146.28,-26.41999997
153.08,-27.42999997
115.97,-31.92999997
121.45,-30.77999997
121.88,-33.82999997
128.88,-31.66999997
133.7,-32.12999997
136.81,-31.14999997
136.81,-31.14999997
138.53,-34.94999997
142.08,-34.22999997
145.83,-31.47999997
150.53,-34.94999997
151.18,-33.94999997
151.83,-32.81999997
153.12,-30.31999997
117.8,-34.94999997
140.78,-37.72999997
144.84,-37.66999997
144.84,-37.66999997
147.13,-38.09999997
147.47,-35.16999997
149.18,-35.29999997
147.2,-41.52999997
147.5,-42.82999997
159.07,-31.52999997
167.93,-29.02999997
158.95,-54.49999997
149.85,-29.47999997
97.17,5.130000026
95.42,5.520000026
96.12,4.250000026
98.68,3.570000026
98.88,1.550000026
97.63,1.500000026
104.53,0.920000026
101.45,0.470000026
106.25,3.200000026
108.38,3.950000026
100.35,-0.879999974
102.45,-0.429999974
104.58,-0.479999974
103.65,-1.629999974
101.37,-2.769999974
104.7,-2.899999974
106.13,-2.169999974
107.75,-2.749999974
102.33,-3.869999974
105.18,-5.269999974
114.915,4.930000026
114.915,4.930000026
114.2,4.580000026
110.33,1.480000026
113.03,3.200000026
116.05,5.950000026
117.87,4.270000026
118.07,5.900000026
117.57,3.330000026
117.45,2.120000026
109.3,-1.699999974
112.93,0.880000026
109.4,-0.149999974
114.9,-0.949999974
117.15,-0.619999974
116.9,-1.269999974
110.7,-2.699999974
114,-0.999999974
114.75,-3.449999974
106.13,-6.119999974
106.65,-6.229999974
106.65,-6.119999974
108.27,-6.749999974
109.15,-6.849999974
108.25,-7.369999974
109.02,-7.729999974
110.38,-6.979999974
112.63,-5.849999974
112.77,-7.369999974
113.97,-7.049999974
114.38,-8.219999974
96.83,-12.17999997
125.47,3.580000026
124.92,1.530000026
120.8,1.020000026
123.07,0.520000026
119.73,-0.679999974
122.78,-0.899999974
120.73,-1.379999974
119,-2.499999974
119.55,-5.069999974
122.62,-5.469999974
115.17,-8.749999974
116.07,-8.569999974
117.42,-8.519999974
118.7,-8.549999974
122.23,-8.499999974
120.33,-9.669999974
123.67,-10.16999997
127.38,0.780000026
124.55,-1.619999974
131.12,-0.929999974
134.05,-0.879999974
136.12,-1.179999974
126,-2.079999974
138.95,-4.069999974
140.48,-2.569999974
128.08,-3.699999974
130.9,-3.879999974
133.75,-3.669999974
132.75,-5.679999974
140.3,-6.099999974
131.3,-7.979999974
140.38,-8.469999974
120.53,18.18000003
120.57,15.17000003
120.6,16.42000003
121.35,14.50000003
123.73,13.13000003
118.73,9.750000026
121.03,10.85000003
123.97,10.30000003
125.65,7.120000026
121,6.050000026
122.07,6.900000026
20.8,42.30000003
67.27,34.23000003
69.2,34.77000003
67.2,36.70000003
20.75,42.22000003
68.82,38.53000003
