X,Y
5.08,47.27000003
5.08,45.73000003
5.73,45.17000003
-0.68,44.83000003
4.73,44.58000003
4.4,43.87000003
7.2,43.65000003
8.8,41.92000003
-8.42,43.37000003
-3.82,43.47000003
-1.45,42.20000003
-1.02,41.67000003
2.12,41.38000003
-3.58,40.47000003
-1.85,38.95000003
2.62,39.55000003
2.7,39.60000003
-1.17,38.00000003
-5.35,36.15000003
-27.07,38.73000003
-27.1,38.77000003
-16.77,32.68000003
-16.9,32.63000003
-16.35,33.08000003
-8.68,41.23000003
-8.42,40.20000003
-7.97,37.02000003
-7.9,38.53000003
-9.13,38.77000003
-23.52,14.90000003
-22.95,16.73000003
9.55,54.53000003
13.4,54.10000003
7.23,52.38000003
9.93,52.82000003
12.67,53.52000003
7.33,52.73000003
14.12,52.22000003
6.97,51.40000003
9.28,51.13000003
12.07,51.55000003
12.4,51.40000003
13.68,51.12000003
13.58,51.65000003
10.38,50.57000003
7.33,49.70000003
7.12,49.22000003
9.2,48.83000003
11.9,49.43000003
11.43,48.95000003
9.25,48.10000003
11.8,48.75000003
11.55,48.25000003
10.87,47.83000003
11.02,47.80000003
14.18,48.23000003
16.37,48.23000003
11.35,47.27000003
15.43,47.00000003
13.67,46.60000003
14.45,50.00000003
16.75,49.12000003
17.13,49.45000003
18.27,49.78000003
20.32,49.03000003
10.87,47.83000003
23.73,37.90000003
17.53,54.75000003
34.82,32.00000003
71.78,35.40000003
73.1,33.62000003
73.72,32.93000003
70.68,28.65000003
67.13,24.90000003
90.625,24.87500003
90.625,24.875
91.42,23.03000003
84.95,24.75000003
81.13,6.120000026
100.27,16.82000003
102.08,14.97000003
100.98,12.68000003
102.12,12.60000003
99.35,9.120000026
103.98,1.370000026
20.97,52.40000003
-0.6,35.62000003
6.78,33.50000003
-0.28,27.88000003
2.5,27.23000003
5.52,22.78000003
10.68,34.72000003
10.78,33.58000003
-7.95,12.53000003
-16.45,16.05000003
-13.68,13.77000003
-16.27,12.55000003
59.62,-16.44999997
11.9,-4.819999974
46.35,-15.66999997
16.98,51.13000003
-71.55,-16.31999997
19.1,50.82000003
114.75,-3.449999974
115.17,-8.749999974
120.33,-9.669999974
131.3,-7.979999974
-96.5,24.75000003
19.18,47.43000003
18.05,46.92000003
20.1,46.25000003
14.48,46.22000003
15.65,46.53000003
20.53,44.78000003
18.33,43.83000003
21.63,41.95000003
14.52,46.07000003
16.03,45.82000003
15.35,44.10000003
21.93,47.05000003
23.57,46.78000003
26.98,46.57000003
21.32,46.17000003
24.15,45.80000003
22.63,44.63000003
26.13,44.50000003
23.87,44.23000003
28.63,44.22000003
24.87,43.77000003
23.38,42.82000003
13.18,46.03000003
9.28,45.43000003
7.62,44.53000003
11.62,44.65000003
12.5,43.08000003
12.43,41.65000003
17.95,40.65000003
13.18,38.70000003
12.5,37.92000003
8.28,40.63000003
9.05,39.25000003
14.48,35.85000003
22.97,40.52000003
21.42,38.17000003
23.73,37.90000003
25.18,35.33000003
31.8,41.45000003
36.3,41.28000003
26.57,41.67000003
29.115,40.93500003
29.115,40.935
41.28,39.40000003
41.28,39.4
32.88,39.95000003
35.48,38.78000003
38.08,38.43000003
27.17,38.43000003
30.55,37.75000003
32.55,37.97000003
34.07,37.50000003
40.2,37.88000003
40.2,37.90000003
30.73,36.70000003
35.42,37.00000003
35.35,37.05000003
35.3,36.98000003
33.3,35.10000003
32.48,34.72000003
32.98,34.58000003
33.28,35.15000003
33.4,35.15000003
33.63,34.88000003
58.05,80.62000003
76.98,79.50000003
14.22,78.07000003
104.28,77.72000003
68.58,76.95000003
80.42,73.50000003
52.73,72.38000003
102.47,71.98000003
152.83,76.15000003
137.9,76.00000003
112.93,74.67000003
128.85,71.63000003
129.92,71.53000003
147.88,70.62000003
162.4,70.63000003
-178.53,70.97000003
33.085,68.97500003
33.085,68.975
32.43,67.13000003
44.17,67.87000003
34.78,64.98000003
40.5,64.58000003
30.72,61.72000003
34.27,61.82000003
38.93,61.50000003
61.68,69.77000003
88.22,69.32000003
73.6,68.47000003
53.02,67.65000003
86.57,67.47000003
66.53,66.53000003
67.87,66.27000003
57.1,65.12000003
87.95,65.78000003
77.82,64.92000003
50.85,61.67000003
90,61.60000003
60.43,60.68000003
69.07,60.97000003
77.87,60.43000003
112.43,68.50000003
133.38,67.55000003
123.4,66.77000003
100.23,64.28000003
121.62,63.77000003
142.8,63.47000003
114,62.55000003
108.02,61.27000003
102.27,60.33000003
120.42,60.40000003
129.75,62.08000003
161.3,68.75000003
-179.48,68.92000003
-175.83,67.85000003
-169.83,66.17000003
150.9,65.73000003
160.5,65.22000003
170.42,64.68000003
177.5,64.73000003
-173.23,64.43000003
179.32,63.05000003
152.42,62.92000003
160.37,61.95000003
150.78,59.58000003
166,60.35000003
24.8,59.45000003
30.65,59.96500003
30.65,59.965
25.58,58.37000003
28.35,57.83000003
34.05,57.90000003
24.03,56.97000003
25.13,56.65000003
30.6,56.38000003
23.88,54.88000003
20.62,54.70000003
32.07,54.75000003
27.53,53.87000003
34.38,53.23000003
39.87,59.28000003
49.63,58.60000003
44,56.27000003
49.18,55.78000003
37.57,55.75000003
35.33,54.12000003
39.7,54.63000003
45.02,53.13000003
49.43,52.98000003
56.3,58.02000003
68.18,58.15000003
61.07,56.73000003
63.63,56.08000003
65.4,55.47000003
69.15,54.83000003
73.4,54.93000003
56.15,54.82000003
63.495,53.17500003
63.495,53.175
82.9,58.30000003
92.15,58.45000003
97.48,58.38000003
92.62,56.18000003
78.4,55.37000003
82.9,55.03000003
99.03,54.88000003
83.7,53.33000003
83.825,53.42500003
83.825,53.425
91.32,53.77000003
112.58,59.45000003
108.12,57.77000003
101.7,56.30000003
118.25,56.92000003
105.17,54.80000003
113.58,54.47000003
108.98,53.43000003
119.78,53.73000003
123.97,54.00000003
100.35,52.17000003
104.18,52.37000003
103.85,52.48000003
113.33,52.02000003
113.72,51.20000003
108.75,50.37000003
113.58,50.68000003
116.52,50.38000003
125.37,58.62000003
143.2,59.37000003
138.15,56.45000003
127.23,53.75000003
132.93,53.07000003
140.7,53.15000003
127.5,50.27000003
132.13,50.07000003
137.08,50.60000003
130.97,47.73000003
135.23,48.53000003
140.27,49.00000003
133.74,45.93000003
136.62,45.05000003
132.05,43.27000003
133.9,42.90000003
142.17,50.90000003
143.1,49.22000003
142.73,46.92000003
145.85,44.03000003
150.5,46.20000003
156.23,50.70000003
160.83,56.32000003
155.97,54.30000003
158.72,53.02000003
165.98,55.20000003
23.67,52.12000003
31,52.45000003
27.05,50.17000003
30.45,50.40000003
33.02,50.00000003
23.95,49.82000003
22.27,48.63000003
25.97,48.27000003
33.22,47.97500003
33.22,47.975
28.87,47.02000003
30.63,46.48000003
33.98,45.02000003
36.18,51.65000003
39.27,51.67000003
46.03,51.57000003
41.05,50.42000003
36.28,49.93000003
44.35,48.68000003
39.82,47.25000003
39.63,46.57000003
43.35,45.92000003
47.97,46.35000003
51.28,51.25000003
55.1,51.75000003
56.53,50.75000003
57.09,50.17000003
65.23,50.13000003
73.09,49.48000003
67.72,47.80000003
51.92,47.12000003
61.65,46.78000003
75,46.90000003
76.95,52.28000003
93,52.27000003
94.38,51.67000003
88.67,50.00000003
80.07,44.17000003
77.01,43.21000003
76,41.43000003
38.08,44.57000003
39.07,44.10000003
43.1,44.22000003
41.03,43.02000003
46.23,42.40000003
44.95,41.68000003
44.47,40.13000003
49.98,40.65000003
48.83,38.73000003
65.5,44.85000003
71.23,42.51000003
74.53,42.85000003
59.97,41.83000003
69.27,41.27000003
52.98,40.03000003
70.95,40.55000003
72.95,40.92000003
63.6,39.08000003
53.97,37.47000003
68.78,38.58000003
74.47,38.07000003
58.33,37.97000003
67.32,37.28000003
71.5,37.50000003
62.97,35.90000003
41.22,37.05000003
37.22,36.33000003
36.52,33.42000003
35.48,33.82000003
34.82,32.00000003
34.9,32.00000003
34.68,31.87000003
34.78,31.23000003
34.95,29.55000003
36.25,32.37000003
46.12,28.33000003
36.58,28.37000003
41.53,27.47500003
41.53,27.475
49.81,26.44000003
39.72,24.55000003
46.72,24.93000003
46.73,24.70000003
48.05,29.33000003
47.98,29.22000003
48.07,29.10000003
44.23,33.23000003
47.78,30.57000003
46.25,38.13000003
54.27,36.85000003
59.63,36.27000003
51.32,35.68000003
47.15,34.35000003
51.67,32.62000003
59.2,32.87000003
48.67,31.33000003
54.28,31.90000003
56.97,30.25000003
52.58,30.27000003
60.88,29.47000003
50.83,28.95000003
56.28,27.22000003
62.22,34.22000003
69.22,34.55000003
65.85,31.50000003
49.92,22.00000003
39.18,21.70000003
45.67,20.47000003
42.67,19.97000003
42.65,18.23000003
42.8,18.30000003
42.58,16.87000003
51.55,25.27000003
55.38,25.35000003
54.65,24.43000003
58.28,23.58000003
58.9,20.68000003
54.08,17.03000003
42.98,14.75000003
44.13,13.68000003
45.03,12.83000003
53.9,12.63000003
71.83,35.85000003
71.78,35.40000003
71.58,34.02000003
70.08,33.87000003
73.1,33.62000003
72.67,32.05000003
73.72,32.93000003
74.53,32.50000003
69.47,31.35000003
70.92,31.82000003
74.33,31.55000003
66.88,30.25000003
66.92,30.27000003
71.43,30.20000003
73.25,29.97000003
69.72,29.88000003
66.58,29.03000003
62.75,28.82000003
64.4,28.88000003
68.47,28.30000003
70.68,28.65000003
64.1,26.97000003
66.63,27.83000003
68.37,26.25000003
61.8,25.07000003
68.42,25.38000003
69.78,25.52000003
67.13,24.90000003
89.23,25.73000003
89.37,24.85000003
91.88,24.90000003
89.05,24.13000003
90.38,23.77000003
89.17,23.18000003
91.42,23.03000003
90.37,22.75000003
91.82,22.35000003
91.93,21.43000003
74.83,34.08000003
74.92,32.75000003
77.17,32.27000003
76.47,30.33000003
76.77,30.38000003
76.88,30.73000003
78.03,30.32000003
73.88,29.92000003
73.3,28.00000003
77.2,28.58000003
79.4,28.37000003
77.97,27.15000003
81.6,27.57000003
95.02,27.48000003
73.02,26.30000003
75.8,26.82000003
78.25,26.23000003
80.4,26.40000003
80.88,26.75000003
83.37,26.75000003
88.37,26.67000003
88.32,26.63000003
91.58,26.10000003
92.78,26.62000003
81.73,25.45000003
85.1,25.60000003
86.95,25.23000003
73.88,24.62000003
73.7,24.58000003
84.95,24.75000003
93.9,24.67000003
69.67,23.25000003
72.63,23.07000003
77.35,23.28000003
79.95,23.17000003
85.32,23.32000003
91.25,23.88000003
70.08,22.45000003
75.8,22.72000003
81.9,22.77000003
86.18,22.82000003
88.45,22.65000003
72.83,21.20000003
79.05,21.10000003
81.65,21.23000003
84.08,21.92000003
86.93,21.50000003
70.37,20.90000003
85.83,20.25000003
72.85,19.12000003
74.8,19.08000003
75.4,19.85000003
82.03,19.08000003
84.88,19.27000003
73.85,18.53000003
73.33,16.98000003
78.47,17.45000003
83.3,17.72000003
80.8,16.53000003
81.13,16.18000003
73.82,15.48000003
75.63,15.42000003
77.62,14.68000003
80.18,13.00000003
74.83,12.95000003
75.73,12.42000003
77.58,12.97000003
72.73,11.12000003
92.72,11.67000003
78.72,10.77000003
79.83,10.92000003
79.85,10.77000003
76.23,9.930000026
78.12,9.920000026
92.82,9.150000026
73,8.300000026
76.95,8.480000026
73.5,4.170000026
79.92,8.980000026
81.25,8.580000026
80.42,8.330000026
79.83,8.030000026
79.87,6.900000026
81.13,6.120000026
73.53,4.200000026
73.15,-0.679999974
92.08,49.97000003
100.17,49.63000003
114.5,48.07000003
96.85,47.75000003
96.25,46.40000003
101.47,47.45000003
102.78,46.27000003
106.98,47.93000003
110.12,44.90000003
104.42,43.58000003
107.17,43.20000003
85.37,27.70000003
114.17,22.32000003
121.52,25.03000003
121.6,23.98000003
119.62,23.57000003
120.22,23.00000003
120.45,22.67000003
121.5,22.68000003
116.72,20.67000003
127.55,39.93000003
125.82,39.02000003
128.57,38.25000003
125.89,38.00000003
125.89,38
124.67,37.97000003
128.95,37.75000003
126.8,37.55000003
126.97,37.43000003
127.03,37.10000003
127.5,36.70000003
127.43,36.63000003
128.35,36.62000003
129.38,36.03000003
128.65,35.90000003
128.93,35.18000003
126.82,35.12000003
128.08,35.08000003
125.45,34.68000003
126.17,33.28000003
141.68,45.42000003
141.33,43.05000003
145.58,43.33000003
141.38,40.70000003
140.1,39.72000003
140.9,38.27000003
136.9,37.38000003
140.13,36.05000003
139.78,33.12000003
137.7,34.75000003
139.83,34.98000003
140.02,35.78000003
133.35,35.43000003
132.23,34.15000003
135.53,34.68000003
135.77,33.45000003
130.38,33.58000003
130.6,31.63000003
129.92,32.92000003
134.6,34.13000003
129.55,28.38000003
124.17,24.33000003
127.68,26.20000003
127.78,26.72000003
131.23,25.83000003
142.18,27.08000003
141.33,24.78000003
153.97,24.30000003
97.4,25.37000003
94.07,23.20000003
96.1,21.98000003
95.38,21.47000003
95.9,20.88000003
92.88,20.13000003
94.35,18.47000003
94.77,16.77000003
96.17,16.77000003
98.22,14.10000003
98.6,12.43000003
98.58,9.970000026
98.98,18.78000003
100.1,17.62000003
102.8,17.38000003
104.78,17.42000003
100.27,16.82000003
101.15,16.43000003
100.17,15.80000003
104.87,15.25000003
102.08,14.97000003
100.62,13.67000003
100.595,13.70000003
100.595,13.7
100.98,12.68000003
101.35,12.63000003
102.12,12.60000003
99.8,11.80000003
99.35,9.120000026
98.3,8.100000026
100.6,7.200000026
100.27,5.300000026
100.38,5.470000026
102.28,6.170000026
100.7,4.220000026
101.7,2.730000026
103.22,3.780000026
103.98,1.370000026
105.8,21.02000003
105.68,18.67000003
108.2,16.03000003
108,13.98000003
108.08,12.68000003
108.38,11.75000003
108.1,10.93000003
106.67,10.82000003
105.95,10.25000003
105.15,9.180000026
104.85,11.55000003
119.75,49.22000003
125.22,49.17000003
116.82,48.67000003
123.92,47.38000003
128.9,47.72000003
121.23,46.60000003
126.62,45.68000003
88.08,47.73000003
83,46.73000003
85.72,46.78000003
82.53,45.97000003
84.85,45.60000003
90.53,45.37000003
82.9,44.62000003
81.33,43.95000003
87.47,43.90000003
91.63,43.48000003
80.3,41.27000003
82.95,41.72000003
86.13,41.75000003
75.98,39.47000003
87.7,40.63000003
88.17,39.03000003
77.27,38.43000003
78.28,37.62000003
79.93,37.13000003
82.72,37.07000003
85.55,38.15000003
90.85,38.25000003
93.52,42.82000003
101.07,41.98000003
97.03,41.63000003
94.73,40.14000003
94.73,40.14
104.5,40.75000003
98.48,39.77000003
93.38,38.83000003
98.42,38.80000003
100.58,38.93000003
103.1,38.72000003
94.9,36.42000003
98.1,36.33000003
101.77,36.72000003
103.88,36.05000003
104.15,35.87000003
112,43.65000003
113.7,44.68000003
106.38,41.45000003
108.8,41.67000003
111.68,40.82000003
105.75,39.78000003
107.4,40.77000003
109.98,39.83000003
106.22,38.48000003
109.58,37.47000003
112.55,37.78000003
114.5,37.07000003
109.5,36.60000003
114.37,36.12000003
106.67,35.55000003
116.095,43.95000003
116.095,43.95000003
122.27,43.60000003
125.22,43.90000003
118.97,42.27000003
129.47,42.88000003
121.12,41.13000003
123.55,41.82000003
126.92,41.72000003
114.88,40.78000003
124.33,40.05000003
116.28,39.80000003
118.9,39.42000003
115.57,38.83000003
121.63,38.90000003
117.8,37.68000003
117.55,36.70000003
122.68,37.40000003
116.98,36.68000003
120.33,36.07000003
80.07,32.12000003
84.05,32.07000003
90.02,31.37000003
92.05,31.48000003
88.63,30.95000003
88.92,29.22000003
91.13,29.70000003
86.62,28.58000003
92.47,28.42000003
89.17,27.75000003
92.62,33.95000003
97.02,33.00000003
99.8,33.80000003
102.9,34.97000003
104.73,33.38000003
93.77,31.87000003
95.6,31.42000003
97.135,31.15000003
97.135,31.15000003
99.98,31.63000003
102.7,31.85000003
103.83,30.70000003
99.07,29.97000003
104.02,30.67000003
94.5,29.55000003
102.03,30.08000003
101.5,29.03000003
104.53,28.82000003
102.3,27.88000003
100.23,26.87000003
104.28,26.87000003
98.48,25.03000003
102.68,25.02000003
100.98,22.95000003
103.38,23.38000003
103.95,22.50000003
108.93,34.30000003
111.02,34.00000003
113.65,34.72000003
107.03,33.07000003
108.97,34.43000003
112.58,33.03000003
108.08,32.08000003
109.03,32.72000003
111.67,32.42000003
114.05,32.97000003
107.5,31.22000003
106.08,30.80000003
109.48,30.27000003
111.28,30.70000003
114.1,30.62500003
114.1,30.625
106.48,29.52000003
106.48,29.52000003
105.38,28.85000003
112.97,28.20000003
110,27.57000003
114.92,27.08000003
106.685,26.53000003
106.685,26.53
114.9,26.78000003
106.72,25.40000003
108.52,25.93000003
110.3,25.33000003
113.02,25.82000003
114.965,25.86000003
114.965,25.86
117.17,34.28000003
120.25,33.77000003
115.8,32.90000003
118.8,32.00000003
121.6,32.07000003
121.47,31.40000003
117.03,30.52000003
120.17,30.23000003
122.12,30.03000003
117.2,29.30000003
115.92,28.67000003
118.87,28.97000003
120.75,28.63500003
120.75,28.635
116.6,27.55000003
117.47,27.33000003
119.28,26.08000003
121.52,25.03000003
108.05,24.70000003
114.48,24.37000003
118.07,24.45000003
118.43,24.43000003
106.61,23.91000003
106.61,23.91
111.3,23.48000003
113.05,23.67000003
116.68,23.35000003
121.62,24.02000003
108.285,22.72500003
108.285,22.725
120.43,22.47000003
109.1,21.48000003
111.97,21.87000003
110.35,20.03000003
116.72,20.67000003
109.47,18.28000003
112.33,16.83000003
-16.38,28.32000003
-16.25,28.45000003
-15.38,27.93000003
-5.9,35.73000003
-3.85,35.18000003
-1.93,34.78000003
-6.6,34.30000003
-5.53,33.88000003
-7.67,33.57000003
-5.17,33.50000003
-6.27,32.60000003
-6.4,32.37000003
-4.73,32.68000003
-4.42,31.97000003
-8.03,31.62000003
-9.4,30.33000003
-6.9,30.93000003
-2.92,35.15000003
6.95,36.87000003
7.82,36.83000003
3.25,36.72000003
6.62,36.28000003
2.23,36.27000003
8.13,35.43000003
-0.6,35.62000003
1.43,35.35000003
-1.35,35.30000003
5.73,34.80000003
2.93,33.77000003
-0.43,34.93000003
1.02,33.68000003
6.13,33.12000003
6.78,33.50000003
3.82,32.38000003
-2.23,31.62000003
5.4,31.92000003
2.87,30.57000003
0.28,29.25000003
-0.28,27.88000003
2.485,27.21500003
2.485,27.215
8.42,26.50000003
-8.15,27.68500003
-8.15,27.685
9.47,24.55000003
5.52,22.78000003
10.23,36.83000003
8.8,36.48000003
10.1,35.67000003
10.75,35.75000003
8.82,34.42000003
9.5,35.02000003
10.68,34.72000003
8.1,33.92000003
10.1,33.88000003
10.78,33.58000003
10.4,32.32000003
9.2,31.68000003
12.92,18.68000003
7.98,16.97000003
2.17,13.48000003
5.25,13.80000003
7.08,13.47000003
8.98,13.78000003
0.98,20.20000003
1.35,18.43000003
-3,16.72000003
-0.05,16.27000003
-7.28,15.17000003
-11.43,14.43000003
-4.1,14.52000003
-6.28,13.43000003
-7.95,12.53000003
-7.5,11.42000003
-11.62,25.23000003
-12.7,22.68000003
-12.48,22.75000003
-17.03,20.93000003
-13.07,20.52000003
-15.95,18.10000003
-1.43,18.57000003
-7.27,16.60000003
-11.4,16.63000003
-9.6,16.70000003
-16.45,16.05000003
-17.5,14.73000003
-13.68,13.77000003
-16.27,12.55000003
-12.22,12.57000003
-16.67,13.35000003
-13.62,9.570000026
-5.67,-15.92999997
-14.4,-7.969999974
72.4,-7.299999974
47.28,-11.54999997
42.72,-17.04999997
40.35,-22.34999997
56.75,-10.42999997
54.52,-15.87999997
55.52,-20.87999997
55.48,-21.32999997
59.62,-16.44999997
63.42,-19.67999997
57.5,-20.29999997
77.53,-37.79999997
51,-46.49999997
70.25,-49.34999997
12.08,32.92000003
13.15,32.67000003
20.27,32.10000003
20.17,30.72000003
22.63,32.73000003
14.43,27.02000003
25.18,31.53000003
25.3,31.57000003
27.22,31.33000003
29.95,31.20000003
33.83,31.08000003
34.45,31.50000003
31.33,29.87000003
30.73,28.08000003
30.73,28.08000003
32.75,26.20000003
32.7,25.67000003
32.78,23.97000003
25.48,29.20000003
28.9,28.33000003
27.975,27.05000003
27.975,27.05000003
29,25.48000003
33.83,27.23000003
31.35,21.92000003
33.32,19.53000003
37.22,19.58000003
30.48,19.17000003
32.55,15.60000003
36.15,15.83000003
36.4,15.47000003
25.33,13.62000003
30.23,13.17000003
32.67,13.17000003
28.43,12.70000003
34.38,11.78000003
31.65,9.550000026
38.75,9.030000026
39.75,5.280000026
37.9,2.300000026
40.07,1.750000026
30.65,-0.619999974
32.75,0.080000026
34.75,-0.099999974
34.78,-0.669999974
36.97,-0.499999974
39.63,-0.469999974
36.75,-1.299999974
37.83,-2.279999974
38.57,-3.399999974
39.2,-6.879999974
55.53,-4.669999974
18.27,-1.969999974
27.47,-11.64999997
11.9,-4.819999974
12.7,-4.219999974
15.25,-4.249999974
14.77,-2.529999974
15.58,-0.019999974
16.05,1.620000026
18.07,1.620000026
9.42,0.470000026
8.75,-0.699999974
11.48,2.080000026
13.27,-1.529999974
15.78,4.220000026
18.52,4.400000026
22.83,4.730000026
21.35,4.320000026
15.03,12.13000003
16.72,10.48000003
18.38,9.150000026
8.77,3.750000026
13.38,9.330000026
13.57,7.350000026
12.32,5.550000026
9.73,4.000000026
9.93,4.950000026
14.37,4.470000026
11.52,3.830000026
8.53,12.05000003
13.08,11.85000003
7,9.250000026
3.35,6.550000026
2.93,11.13000003
2.62,9.350000026
2.38,6.350000026
1.13,8.980000026
1.25,6.170000026
-0.85,9.500000026
-1.77,4.880000026
-0.17,5.600000026
-0.03,14.03000003
-1.52,12.35000003
-4.3,11.17000003
-7.57,9.500000026
-5.62,9.420000026
-7.53,7.380000026
-5.07,7.730000026
-3.93,5.250000026
-7.37,4.420000026
20.82,-7.399999974
13.53,-12.36999997
11.72,-16.59999997
43.23,-11.69999997
43.27,-11.52999997
45.28,-12.79999997
49.3,-12.34999997
48.32,-13.31999997
50,-13.36999997
47.77,-14.62999997
50.17,-14.27999997
50.33,-14.99999997
46.35,-15.66999997
44.48,-16.74999997
49.82,-17.07999997
44.03,-18.04999997
47.48,-18.79999997
49.4,-18.11999997
47.07,-19.81999997
48.8,-19.82999997
44.32,-20.27999997
47.1,-21.44999997
48.37,-21.19999997
45.4,-22.54999997
47.83,-22.79999997
43.73,-23.37999997
46.95,-25.02999997
40.5,-12.96999997
39.28,-15.09999997
33.58,-16.17999997
36.88,-17.87999997
34.9,-19.79999997
32.57,-25.91999997
34.02,-11.44999997
33.77,-13.77999997
34.58,-13.74999997
28.47,-14.44999997
34.97,-15.67999997
28.77,-16.51999997
29.62,-16.82999997
31.02,-17.82999997
31.1,-17.92999997
32.22,-17.41999997
25.85,-18.09999997
26.85,-18.62999997
28.93,-18.21999997
29.85,-19.44999997
29.88,-18.31999997
32.13,-18.52999997
32.45,-18.96999997
28.62,-20.14999997
30.87,-20.06999997
31.58,-21.01999997
30,-22.21999997
21.65,-21.69999997
23.42,-19.97999997
25.98,-20.46999997
25.6,-21.41999997
27.5,-21.21999997
14.66,-22.95999997
17.1,-22.56999997
29.42,-23.82999997
25.92,-24.21999997
25.53,-25.77999997
28.22,-25.91999997
22.45,-26.04999997
29.93,-27.74999997
21.27,-28.41999997
24.77,-28.79999997
26.3,-29.09999997
28.33,-28.24999997
17.9,-29.66999997
24,-30.66999997
30.95,-29.96999997
22.58,-32.34999997
18.6,-33.96999997
22.22,-33.56999997
22.42,-33.96999997
25.62,-33.97999997
-9.88,-40.34999997
37.87,-46.87999997
43.89,33.32000003
41.25,34.45000003
43.25,35.75000003
40.32,33.05000003
42.42,33.77000003
43.6,33.32000003
44.35,35.47000003
-77.475,38.98000003
-77.475,38.98000003
-156.785,71.29500003
-156.785,71.295
-156.62,71.32000003
-162.62,66.88000003
-162.62,66.88
-145.08,66.58000003
-165.435,64.50500003
-165.435,64.505
-161.82,60.78500003
-161.82,60.785
-156.93,64.73000003
-155.61,62.96500003
-155.61,62.965
-147.875,64.82000003
-147.875,64.82000003
-149.65,61.27000003
-149.985,61.16000003
-149.985,61.16000003
-170.22,57.15500003
-170.22,57.155
-162.72,55.20000003
-156.66,58.68000003
-156.66,58.68000003
-152.495,57.74500003
-152.495,57.745
-139.67,59.52000003
-131.575,55.03500003
-131.575,55.035
174.1,52.72500003
174.1,52.725
-176.65,51.88000003
-126.75,65.28000003
-125.27,72.00000003
-81.25,68.78000003
-62.33,82.50000003
-127.37,50.68000003
-114.1,53.55000003
-110.28,54.42000003
-113.47,53.67000003
-110.05,54.75000003
-114.1,53.55000003
-111.18,50.27000003
-109.17,51.52000003
-119.4,49.95000003
-114.68,51.77000003
-73.42,45.52000003
-104.7,50.20000003
-60.02,43.93000003
-66.1,43.87000003
-77.53,44.12000003
-77.32,45.95000003
-66.43,45.83000003
-63.83,46.43000003
-71.5,46.90000003
-75.985,46.34000003
-75.985,46.34
65.83,31.48000003
-52.75,47.67000003
-54.57,48.95000003
-54,47.30000003
-66.27,50.22000003
-58.57,48.55000003
-60.37,53.30000003
-73.67,53.75000003
-70.9,53.20000003
-80.65,51.27000003
-97.13,49.88000003
-90.2,51.45000003
-98.27,49.90000003
-97.23,49.92000003
-99.65,49.78000003
-102.68,50.38000003
-106.7,52.17000003
-101.1,53.97000003
-105.68,53.22000003
-108.25,52.77000003
-124.9,49.72000003
-68.42,58.10000003
-78.1,58.46000003
-78.1,58.46
-122.8,53.90000003
-68.55,63.75000003
-94.07,58.75000003
